0.703,0.739,0.164,0.454,0.279,0.294,0.482,13
0.541,0.563,0.106,0.187,0.143,0.151,0.168,10
0.318,0.303,0.062,0.053,0.042,0.053,0.043,6
0.649,0.622,0.115,0.271,0.177,0.221,0.273,13
0.439,0.445,0.097,0.124,0.094,0.129,0.098,8
0.703,0.706,0.15,0.441,0.322,0.296,0.422,20
0.669,0.714,0.155,0.419,0.318,0.343,0.377,11
0.716,0.664,0.173,0.388,0.323,0.381,0.312,13
0.709,0.706,0.133,0.356,0.297,0.29,0.278,15
0.703,0.706,0.124,0.334,0.243,0.248,0.312,9
0.709,0.697,0.133,0.326,0.243,0.255,0.302,10
0.649,0.622,0.124,0.278,0.189,0.209,0.283,11
0.73,0.706,0.15,0.39,0.315,0.309,0.342,14
0.676,0.655,0.124,0.333,0.258,0.331,0.283,9
0.736,0.765,0.155,0.571,0.343,0.252,0.671,12
0.601,0.622,0.146,0.349,0.266,0.296,0.317,16
0.703,0.706,0.142,0.466,0.274,0.307,0.576,21
0.682,0.664,0.124,0.358,0.255,0.284,0.357,14
0.669,0.689,0.159,0.458,0.227,0.292,0.437,12
0.743,0.689,0.124,0.423,0.324,0.269,0.397,13
0.655,0.647,0.142,0.305,0.222,0.273,0.258,10
0.52,0.504,0.115,0.182,0.148,0.149,0.163,9
0.676,0.664,0.142,0.345,0.21,0.303,0.327,12
0.662,0.622,0.119,0.287,0.229,0.22,0.253,15
0.649,0.647,0.133,0.267,0.206,0.2,0.258,12
0.703,0.689,0.155,0.394,0.269,0.334,0.387,13
0.743,0.739,0.146,0.446,0.34,0.418,0.387,10
0.838,0.849,0.168,0.528,0.395,0.45,0.482,15
0.797,0.807,0.173,0.568,0.386,0.51,0.477,14
0.622,0.639,0.133,0.256,0.18,0.182,0.248,9
0.534,0.538,0.115,0.185,0.143,0.173,0.143,8
0.534,0.529,0.115,0.184,0.134,0.174,0.163,7
0.541,0.538,0.111,0.204,0.186,0.111,0.153,10
0.385,0.353,0.084,0.081,0.07,0.06,0.073,7
0.642,0.639,0.128,0.298,0.22,0.251,0.253,15
0.615,0.639,0.142,0.312,0.212,0.215,0.332,15
0.615,0.605,0.124,0.256,0.208,0.22,0.203,10
0.716,0.697,0.142,0.415,0.334,0.316,0.342,12
0.601,0.597,0.137,0.257,0.195,0.241,0.233,12
0.635,0.63,0.146,0.283,0.197,0.24,0.278,11
0.574,0.58,0.111,0.236,0.175,0.172,0.218,10
0.588,0.563,0.119,0.224,0.155,0.235,0.198,9
0.486,0.571,0.093,0.128,0.091,0.128,0.128,9
0.568,0.571,0.111,0.191,0.159,0.176,0.153,9
0.527,0.513,0.093,0.152,0.115,0.14,0.173,9
0.486,0.445,0.071,0.117,0.099,0.083,0.103,9
0.473,0.496,0.093,0.138,0.087,0.082,0.163,9
0.635,0.597,0.111,0.245,0.199,0.192,0.208,11
0.615,0.605,0.102,0.209,0.156,0.208,0.178,11
0.561,0.538,0.119,0.216,0.171,0.134,0.218,11
0.493,0.479,0.093,0.142,0.087,0.125,0.163,10
0.655,0.63,0.133,0.312,0.232,0.226,0.307,9
0.446,0.42,0.075,0.092,0.076,0.078,0.083,8
0.534,0.521,0.093,0.148,0.109,0.136,0.138,9
0.419,0.403,0.075,0.089,0.069,0.075,0.083,7
0.595,0.622,0.124,0.271,0.204,0.226,0.253,14
0.399,0.353,0.066,0.075,0.06,0.066,0.068,6
0.385,0.378,0.071,0.061,0.054,0.066,0.068,6
0.264,0.235,0.053,0.025,0.018,0.03,0.028,5
0.405,0.37,0.08,0.084,0.072,0.071,0.068,6
0.419,0.395,0.075,0.088,0.075,0.08,0.078,8
0.845,0.807,0.142,0.61,0.423,0.346,0.537,19
0.858,0.815,0.146,0.693,0.515,0.343,0.776,18
0.703,0.714,0.146,0.446,0.324,0.372,0.407,17
0.493,0.496,0.111,0.142,0.117,0.082,0.127,9
0.338,0.345,0.08,0.067,0.056,0.047,0.06,7
0.372,0.345,0.084,0.074,0.057,0.073,0.066,7
0.257,0.244,0.058,0.034,0.026,0.026,0.026,7
0.473,0.462,0.102,0.143,0.109,0.106,0.134,8
0.311,0.294,0.071,0.055,0.045,0.045,0.046,7
0.365,0.336,0.08,0.07,0.063,0.038,0.061,9
0.446,0.454,0.097,0.125,0.101,0.082,0.115,9
0.405,0.387,0.084,0.089,0.064,0.075,0.091,9
0.662,0.655,0.137,0.292,0.229,0.27,0.245,10
0.642,0.664,0.128,0.262,0.198,0.188,0.264,10
0.777,0.782,0.168,0.475,0.348,0.402,0.443,16
0.655,0.672,0.137,0.282,0.228,0.25,0.24,11
0.541,0.538,0.115,0.183,0.139,0.153,0.168,10
0.561,0.546,0.111,0.194,0.164,0.141,0.172,10
0.52,0.496,0.106,0.182,0.15,0.142,0.154,10
0.277,0.252,0.071,0.044,0.034,0.051,0.04,9
0.135,0.126,0.049,0.01,0.006,0.008,0.011,5
0.128,0.126,0.084,0.01,0.008,0.01,0.008,4
0.696,0.706,0.128,0.372,0.296,0.344,0.322,15
0.716,0.748,0.164,0.395,0.315,0.34,0.332,9
0.757,0.773,0.168,0.485,0.34,0.401,0.447,10
0.716,0.723,0.142,0.373,0.248,0.309,0.352,10
0.662,0.664,0.119,0.349,0.26,0.196,0.307,12
0.595,0.588,0.115,0.255,0.215,0.172,0.208,10
0.676,0.681,0.168,0.351,0.263,0.319,0.337,13
0.77,0.723,0.19,0.536,0.367,0.344,0.631,16
0.682,0.672,0.15,0.321,0.251,0.28,0.283,13
0.676,0.681,0.146,0.397,0.2,0.234,0.437,13
0.716,0.689,0.146,0.373,0.283,0.325,0.337,13
0.716,0.723,0.142,0.432,0.356,0.338,0.278,13
0.723,0.723,0.155,0.44,0.365,0.39,0.342,12
0.878,0.849,0.186,0.758,0.436,0.523,1,18
0.777,0.824,0.204,0.62,0.376,0.381,0.811,16
0.878,0.866,0.168,0.902,0.719,0.635,0.721,14
0.878,0.874,0.155,0.752,0.514,0.594,0.846,20
0.818,0.866,0.181,0.652,0.42,0.537,0.646,20
0.851,0.849,0.195,0.701,0.549,0.406,0.756,14
0.818,0.773,0.155,0.573,0.344,0.538,0.616,12
0.838,0.832,0.19,0.692,0.478,0.712,0.586,14
0.615,0.571,0.128,0.274,0.206,0.222,0.253,7
0.608,0.639,0.137,0.376,0.326,0.306,0.283,8
0.601,0.588,0.102,0.274,0.215,0.242,0.218,8
0.216,0.176,0.035,0.016,0.012,0.023,0.013,5
0.385,0.345,0.08,0.063,0.043,0.048,0.073,7
0.324,0.261,0.053,0.044,0.04,0.049,0.033,5
0.324,0.319,0.075,0.05,0.035,0.062,0.048,8
0.203,0.176,0.04,0.016,0.016,0.019,0.013,4
0.682,0.706,0.133,0.343,0.258,0.284,0.347,11
0.669,0.714,0.159,0.332,0.268,0.263,0.292,14
0.764,0.765,0.155,0.484,0.346,0.35,0.567,21
0.655,0.664,0.142,0.362,0.288,0.352,0.297,10
0.736,0.706,0.155,0.359,0.292,0.281,0.322,10
0.77,0.765,0.177,0.554,0.417,0.483,0.457,12
0.736,0.731,0.168,0.431,0.366,0.39,0.352,13
0.75,0.714,0.133,0.372,0.263,0.442,0.283,12
0.75,0.748,0.164,0.489,0.362,0.436,0.377,10
0.75,0.714,0.142,0.424,0.353,0.44,0.312,11
0.689,0.681,0.15,0.33,0.245,0.356,0.287,9
0.73,0.714,0.159,0.41,0.325,0.284,0.322,13
0.723,0.723,0.15,0.361,0.281,0.316,0.357,12
0.682,0.664,0.133,0.328,0.185,0.238,0.357,14
0.378,0.37,0.075,0.077,0.061,0.078,0.148,8
0.588,0.58,0.124,0.288,0.308,0.258,0.193,10
0.574,0.588,0.137,0.273,0.232,0.201,0.243,12
0.581,0.597,0.133,0.227,0.191,0.19,0.208,11
0.764,0.748,0.164,0.461,0.298,0.346,0.462,16
0.655,0.664,0.142,0.326,0.29,0.234,0.258,15
0.689,0.681,0.164,0.326,0.244,0.28,0.283,10
0.507,0.487,0.106,0.147,0.111,0.124,0.133,9
0.574,0.58,0.146,0.291,0.17,0.269,0.283,13
0.574,0.58,0.128,0.222,0.157,0.192,0.228,12
0.615,0.639,0.15,0.288,0.2,0.203,0.273,13
0.466,0.471,0.102,0.13,0.114,0.093,0.118,8
0.493,0.479,0.124,0.17,0.124,0.142,0.158,9
0.439,0.412,0.097,0.111,0.073,0.088,0.118,9
0.486,0.479,0.097,0.134,0.1,0.111,0.118,8
0.608,0.605,0.15,0.294,0.185,0.221,0.307,13
0.399,0.378,0.084,0.093,0.081,0.068,0.078,7
0.561,0.521,0.128,0.224,0.133,0.213,0.218,10
0.351,0.328,0.08,0.063,0.05,0.054,0.058,7
0.459,0.454,0.093,0.134,0.107,0.103,0.118,12
0.574,0.588,0.124,0.217,0.161,0.178,0.203,9
0.554,0.571,0.142,0.233,0.166,0.168,0.233,14
0.642,0.588,0.124,0.284,0.163,0.215,0.253,10
0.507,0.496,0.115,0.162,0.116,0.145,0.133,8
0.446,0.412,0.106,0.114,0.084,0.092,0.108,7
0.534,0.513,0.119,0.177,0.111,0.151,0.163,10
0.459,0.42,0.115,0.113,0.087,0.099,0.103,8
0.5,0.454,0.111,0.16,0.119,0.147,0.138,9
0.534,0.496,0.128,0.183,0.125,0.162,0.178,11
0.561,0.538,0.133,0.203,0.147,0.189,0.188,9
0.5,0.504,0.133,0.171,0.121,0.164,0.153,11
0.473,0.546,0.093,0.115,0.086,0.103,0.098,10
0.574,0.529,0.119,0.159,0.115,0.138,0.153,9
0.426,0.395,0.111,0.107,0.081,0.107,0.088,7
0.392,0.361,0.075,0.072,0.052,0.063,0.068,7
0.682,0.689,0.146,0.389,0.271,0.275,0.347,11
0.615,0.605,0.142,0.277,0.197,0.207,0.243,15
0.649,0.655,0.119,0.295,0.225,0.213,0.273,13
0.662,0.647,0.155,0.319,0.208,0.253,0.322,14
0.743,0.756,0.19,0.511,0.333,0.377,0.432,22
0.27,0.269,0.066,0.04,0.032,0.038,0.033,7
0.493,0.496,0.119,0.153,0.121,0.109,0.123,12
0.297,0.286,0.071,0.043,0.032,0.041,0.038,9
0,0,0.009,0,0,0,0,1
0.074,0.076,0.027,0.004,0.002,0.003,0.002,3
0.047,0.059,0.027,0.002,0.001,0.002,0.001,3
0.115,0.109,0.031,0.007,0.004,0.005,0.003,5
0.662,0.622,0.142,0.333,0.234,0.287,0.273,17
0.264,0.244,0.062,0.035,0.022,0.032,0.033,5
0.209,0.202,0.058,0.022,0.017,0.013,0.018,5
0.304,0.294,0.071,0.044,0.029,0.034,0.038,8
0.345,0.336,0.075,0.058,0.042,0.051,0.058,8
0.372,0.345,0.075,0.061,0.047,0.045,0.058,10
0.331,0.319,0.071,0.055,0.042,0.042,0.048,13
0.385,0.37,0.075,0.069,0.049,0.054,0.068,9
0.311,0.319,0.066,0.055,0.045,0.049,0.043,7
0.365,0.361,0.097,0.075,0.054,0.071,0.068,7
0.345,0.328,0.093,0.06,0.043,0.045,0.058,7
0.696,0.697,0.159,0.397,0.282,0.369,0.357,13
0.703,0.672,0.137,0.375,0.345,0.284,0.297,12
0.676,0.681,0.164,0.387,0.301,0.285,0.342,15
0.709,0.739,0.146,0.439,0.325,0.365,0.337,15
0.655,0.664,0.155,0.357,0.257,0.271,0.367,15
0.655,0.664,0.164,0.378,0.255,0.23,0.407,19
0.635,0.681,0.142,0.317,0.229,0.217,0.342,10
0.757,0.756,0.15,0.5,0.406,0.39,0.362,15
0.696,0.706,0.142,0.389,0.32,0.336,0.292,13
0.628,0.706,0.137,0.328,0.264,0.255,0.258,11
0.669,0.647,0.111,0.306,0.246,0.226,0.268,12
0.615,0.613,0.146,0.316,0.214,0.314,0.243,11
0.23,0.235,0.053,0.033,0.029,0.032,0.024,4
0.264,0.244,0.071,0.042,0.031,0.036,0.038,6
0.52,0.546,0.115,0.226,0.201,0.2,0.158,11
0.601,0.664,0.133,0.316,0.242,0.244,0.233,14
0.372,0.37,0.097,0.103,0.082,0.083,0.089,8
0.534,0.563,0.133,0.224,0.146,0.116,0.253,9
0.507,0.513,0.111,0.176,0.136,0.131,0.168,13
0.764,0.79,0.19,0.629,0.304,0.375,0.547,22
0.696,0.748,0.177,0.42,0.276,0.355,0.367,16
0.736,0.723,0.181,0.431,0.26,0.329,0.382,14
0.75,0.756,0.199,0.539,0.376,0.438,0.447,15
0.75,0.773,0.137,0.445,0.275,0.259,0.407,13
0.784,0.815,0.19,0.652,0.499,0.43,0.581,22
0.791,0.798,0.164,0.477,0.331,0.322,0.487,12
0.723,0.748,0.212,0.581,0.357,0.44,0.686,18
0.757,0.79,0.181,0.525,0.369,0.409,0.427,20
0.595,0.622,0.119,0.251,0.179,0.211,0.248,11
0.622,0.605,0.164,0.297,0.21,0.208,0.297,15
0.385,0.387,0.093,0.085,0.061,0.074,0.073,7
0.514,0.504,0.106,0.158,0.118,0.136,0.148,9
0.554,0.571,0.124,0.222,0.153,0.167,0.223,14
0.595,0.546,0.155,0.338,0.218,0.207,0.307,14
0.622,0.605,0.15,0.311,0.198,0.258,0.283,10
0.615,0.639,0.137,0.247,0.193,0.209,0.203,10
0.568,0.58,0.137,0.228,0.162,0.174,0.203,17
0.493,0.504,0.111,0.168,0.088,0.107,0.188,9
0.622,0.639,0.142,0.286,0.211,0.236,0.238,10
0.628,0.639,0.159,0.352,0.257,0.297,0.322,17
0.662,0.756,0.186,0.451,0.336,0.367,0.352,12
0.723,0.706,0.146,0.395,0.287,0.29,0.312,15
0.662,0.672,0.155,0.358,0.229,0.272,0.347,19
0.709,0.739,0.173,0.374,0.258,0.25,0.372,26
0.297,0.269,0.075,0.045,0.032,0.044,0.038,6
0.27,0.252,0.066,0.038,0.03,0.037,0.033,6
0.277,0.261,0.075,0.037,0.026,0.038,0.028,4
0.561,0.571,0.124,0.194,0.148,0.167,0.148,11
0.399,0.378,0.093,0.082,0.06,0.076,0.073,9
0.446,0.42,0.084,0.123,0.097,0.117,0.098,9
0.628,0.639,0.155,0.315,0.216,0.228,0.332,13
0.399,0.378,0.088,0.089,0.071,0.078,0.072,8
0.385,0.361,0.088,0.076,0.059,0.065,0.07,6
0.534,0.513,0.115,0.166,0.122,0.149,0.148,10
0.169,0.151,0.053,0.012,0.008,0.012,0.009,4
0.122,0.109,0.027,0.007,0.004,0.006,0.003,3
0.77,0.773,0.212,0.545,0.316,0.485,0.532,13
0.642,0.597,0.111,0.269,0.168,0.215,0.193,14
0.669,0.639,0.128,0.32,0.263,0.309,0.273,10
0.75,0.723,0.168,0.44,0.311,0.402,0.387,21
0.655,0.647,0.124,0.343,0.297,0.269,0.263,14
0.703,0.672,0.173,0.471,0.308,0.425,0.342,19
0.736,0.697,0.177,0.433,0.256,0.355,0.432,23
0.75,0.723,0.155,0.46,0.291,0.387,0.457,23
0.507,0.504,0.097,0.162,0.13,0.088,0.138,8
0.757,0.807,0.168,0.439,0.387,0.325,0.387,14
0.507,0.496,0.088,0.129,0.098,0.133,0.118,10
0.682,0.672,0.137,0.296,0.211,0.182,0.317,18
0.345,0.336,0.084,0.06,0.044,0.033,0.058,6
0.257,0.261,0.053,0.033,0.028,0.028,0.028,5
0.155,0.151,0.035,0.013,0.01,0.008,0.013,4
0.419,0.429,0.088,0.1,0.071,0.098,0.098,11
0.257,0.252,0.062,0.037,0.026,0.053,0.033,5
0.351,0.353,0.093,0.078,0.062,0.073,0.073,7
0.378,0.37,0.08,0.088,0.065,0.069,0.078,7
0.331,0.336,0.088,0.061,0.048,0.054,0.063,7
0.588,0.58,0.115,0.227,0.181,0.219,0.203,12
0.385,0.403,0.093,0.085,0.057,0.069,0.093,8
0.385,0.378,0.08,0.079,0.059,0.052,0.088,8
0.574,0.546,0.137,0.21,0.143,0.211,0.198,12
0.439,0.454,0.106,0.112,0.089,0.074,0.093,8
0.304,0.277,0.071,0.042,0.031,0.055,0.033,5
0.216,0.202,0.035,0.024,0.022,0.019,0.018,5
0.899,0.916,0.173,0.698,0.401,0.537,0.706,16
0.736,0.689,0.168,0.474,0.383,0.417,0.352,11
0.709,0.706,0.168,0.384,0.27,0.349,0.322,14
0.696,0.664,0.164,0.454,0.317,0.363,0.422,16
0.736,0.706,0.164,0.469,0.406,0.427,0.327,13
0.662,0.664,0.173,0.355,0.272,0.329,0.283,15
0.676,0.672,0.128,0.412,0.39,0.299,0.297,14
0.736,0.765,0.181,0.477,0.32,0.337,0.477,14
0.736,0.689,0.164,0.451,0.389,0.403,0.317,12
0.581,0.538,0.159,0.2,0.156,0.196,0.168,12
0.52,0.622,0.137,0.264,0.201,0.199,0.238,8
0.561,0.563,0.124,0.25,0.187,0.287,0.178,13
0.608,0.613,0.142,0.267,0.184,0.227,0.273,9
0.358,0.345,0.071,0.07,0.053,0.072,0.053,6
0.405,0.42,0.102,0.095,0.061,0.097,0.088,8
0.723,0.714,0.133,0.424,0.376,0.323,0.278,14
0.723,0.739,0.164,0.408,0.36,0.382,0.243,8
0.689,0.664,0.15,0.307,0.223,0.215,0.268,22
0.669,0.681,0.124,0.337,0.3,0.271,0.243,12
0.682,0.672,0.15,0.329,0.274,0.34,0.218,9
0.757,0.773,0.15,0.451,0.342,0.376,0.337,16
0.845,0.882,0.181,0.754,0.498,0.645,0.576,20
0.811,0.79,0.164,0.561,0.466,0.442,0.392,13
0.77,0.79,0.168,0.64,0.472,0.511,0.392,18
0.905,0.891,0.19,0.884,0.622,0.621,0.696,17
0.824,0.824,0.159,0.625,0.503,0.515,0.482,16
0.716,0.731,0.159,0.434,0.322,0.377,0.347,18
0.696,0.689,0.133,0.352,0.263,0.323,0.337,12
0.777,0.79,0.155,0.503,0.41,0.394,0.442,20
0.709,0.714,0.133,0.364,0.274,0.355,0.292,16
0.736,0.748,0.155,0.419,0.335,0.396,0.347,12
0.75,0.773,0.142,0.359,0.283,0.321,0.352,19
0.682,0.689,0.128,0.313,0.296,0.217,0.263,11
0.682,0.672,0.106,0.379,0.321,0.359,0.263,10
0.75,0.731,0.159,0.4,0.307,0.363,0.312,12
0.831,0.849,0.19,0.608,0.457,0.393,0.467,17
0.777,0.824,0.146,0.554,0.446,0.454,0.412,16
0.791,0.857,0.173,0.623,0.465,0.429,0.497,16
0.818,0.882,0.177,0.632,0.393,0.596,0.596,19
0.845,0.874,0.15,0.463,0.342,0.413,0.417,14
0.824,0.782,0.133,0.475,0.311,0.384,0.397,13
0.811,0.824,0.173,0.614,0.46,0.486,0.601,20
0.75,0.731,0.168,0.416,0.331,0.442,0.283,11
0.689,0.664,0.142,0.381,0.335,0.378,0.248,10
0.662,0.689,0.155,0.352,0.261,0.24,0.367,15
0.723,0.739,0.164,0.392,0.248,0.412,0.327,12
0.716,0.697,0.159,0.403,0.252,0.369,0.382,15
0.622,0.613,0.128,0.279,0.221,0.248,0.248,10
0.554,0.58,0.119,0.234,0.21,0.18,0.198,10
0.534,0.538,0.106,0.196,0.151,0.16,0.193,12
0.635,0.622,0.119,0.298,0.25,0.276,0.233,10
0.514,0.529,0.093,0.174,0.145,0.163,0.133,9
0.628,0.613,0.137,0.261,0.236,0.199,0.213,12
0.52,0.546,0.119,0.17,0.139,0.161,0.143,10
0.561,0.613,0.111,0.215,0.16,0.188,0.218,14
0.527,0.538,0.106,0.166,0.149,0.156,0.138,9
0.459,0.454,0.088,0.113,0.103,0.078,0.103,10
0.541,0.538,0.111,0.209,0.186,0.151,0.178,10
0.534,0.538,0.111,0.198,0.169,0.18,0.178,10
0.392,0.403,0.084,0.088,0.072,0.071,0.078,9
0.365,0.37,0.084,0.07,0.05,0.07,0.068,6
0.426,0.429,0.088,0.106,0.077,0.084,0.113,11
0.574,0.571,0.124,0.253,0.212,0.231,0.238,10
0.534,0.546,0.128,0.207,0.16,0.189,0.183,8
0.622,0.647,0.133,0.239,0.171,0.182,0.258,12
0.689,0.672,0.133,0.349,0.292,0.273,0.307,11
0.554,0.521,0.106,0.208,0.181,0.172,0.173,9
0.595,0.672,0.119,0.255,0.198,0.213,0.233,9
0.486,0.454,0.097,0.153,0.119,0.129,0.153,7
0.595,0.605,0.124,0.245,0.209,0.199,0.198,10
0.493,0.487,0.106,0.129,0.111,0.109,0.108,7
0.608,0.647,0.133,0.298,0.247,0.261,0.238,12
0.507,0.504,0.102,0.169,0.142,0.137,0.148,8
0.696,0.723,0.106,0.322,0.262,0.239,0.287,16
0.649,0.664,0.128,0.323,0.268,0.323,0.283,11
0.669,0.647,0.084,0.292,0.228,0.291,0.233,8
0.696,0.748,0.146,0.39,0.306,0.319,0.337,15
0.689,0.706,0.106,0.334,0.275,0.278,0.278,14
0.682,0.681,0.106,0.351,0.31,0.313,0.278,11
0.635,0.647,0.106,0.303,0.233,0.225,0.238,12
0.716,0.739,0.15,0.438,0.354,0.324,0.387,14
0.736,0.697,0.124,0.365,0.242,0.294,0.357,15
0.75,0.748,0.15,0.464,0.376,0.351,0.397,20
0.75,0.773,0.146,0.478,0.328,0.459,0.447,20
0.75,0.748,0.137,0.355,0.246,0.261,0.357,16
0.635,0.597,0.124,0.221,0.149,0.21,0.233,13
0.804,0.815,0.146,0.531,0.348,0.471,0.502,14
0.561,0.546,0.106,0.187,0.145,0.182,0.153,11
0.561,0.563,0.119,0.204,0.165,0.161,0.198,13
0.291,0.286,0.062,0.035,0.024,0.03,0.033,8
0.25,0.244,0.062,0.032,0.024,0.026,0.028,6
0.682,0.664,0.155,0.378,0.285,0.267,0.317,13
0.723,0.723,0.146,0.386,0.264,0.32,0.327,18
0.709,0.748,0.142,0.359,0.268,0.228,0.327,19
0.655,0.672,0.111,0.333,0.231,0.169,0.372,21
0.676,0.664,0.15,0.37,0.253,0.224,0.382,18
0.669,0.664,0.155,0.338,0.255,0.219,0.292,18
0.709,0.697,0.137,0.366,0.294,0.257,0.322,20
0.662,0.672,0.15,0.32,0.229,0.205,0.317,18
0.635,0.613,0.124,0.265,0.166,0.171,0.253,22
0.493,0.487,0.088,0.129,0.081,0.118,0.118,13
0.574,0.597,0.133,0.234,0.189,0.18,0.218,11
0.385,0.37,0.084,0.076,0.056,0.057,0.088,7
0.419,0.42,0.084,0.089,0.061,0.072,0.088,14
0.426,0.412,0.08,0.107,0.095,0.084,0.083,9
0.574,0.605,0.146,0.243,0.167,0.181,0.248,13
0.385,0.37,0.097,0.082,0.063,0.068,0.083,10
0.351,0.345,0.088,0.067,0.052,0.076,0.068,8
0.581,0.622,0.124,0.3,0.184,0.213,0.283,19
0.432,0.403,0.088,0.095,0.089,0.042,0.083,10
0.453,0.454,0.093,0.128,0.106,0.101,0.118,10
0.655,0.672,0.168,0.252,0.19,0.169,0.273,9
0.662,0.639,0.164,0.347,0.221,0.178,0.387,13
0.662,0.672,0.164,0.327,0.237,0.207,0.372,16
0.716,0.748,0.155,0.388,0.32,0.305,0.372,12
0.662,0.672,0.133,0.29,0.245,0.209,0.258,18
0.878,0.857,0.19,0.669,0.468,0.621,0.576,16
0.811,0.807,0.142,0.499,0.397,0.417,0.417,16
0.797,0.84,0.173,0.509,0.39,0.465,0.357,17
0.662,0.731,0.137,0.327,0.272,0.288,0.253,11
0.77,0.832,0.155,0.457,0.383,0.4,0.327,14
0.676,0.697,0.124,0.296,0.234,0.228,0.238,11
0.764,0.815,0.155,0.432,0.342,0.34,0.387,15
0.385,0.378,0.093,0.07,0.046,0.059,0.078,9
0.459,0.429,0.097,0.104,0.082,0.074,0.098,10
0.608,0.597,0.119,0.25,0.196,0.2,0.233,11
0.412,0.387,0.088,0.094,0.077,0.08,0.073,11
0.689,0.689,0.15,0.35,0.259,0.294,0.263,12
0.223,0.218,0.062,0.025,0.017,0.023,0.023,6
0.196,0.185,0.049,0.019,0.014,0.015,0.018,5
0.243,0.235,0.062,0.025,0.016,0.026,0.023,6
0.135,0.118,0.044,0.008,0.005,0.004,0.006,5
0.804,0.832,0.168,0.492,0.364,0.399,0.397,12
