0.231,0.363,0.157,0.058,0.16,0.213,0.457,0.133,0.5,0.349,0.29,4
0.231,0.373,0.151,0.058,0.169,0.209,0.459,0.131,0.482,0.349,0.29,5
0.308,0.225,0.157,0.104,0.178,0.091,0.35,0.16,0.373,0.279,0.29,6
0.298,0.108,0.211,0.067,0.172,0.105,0.327,0.152,0.582,0.302,0.29,5
0.327,0.108,0.187,0.015,0.157,0.101,0.381,0.088,0.573,0.256,0.597,6
0.269,0.167,0.175,0.008,0.175,0.129,0.267,0.083,0.564,0.419,0.484,7
0.231,0.078,0.199,0.008,0.142,0.066,0.169,0.075,0.545,0.279,0.468,7
0.25,0.098,0.211,0.006,0.107,0.129,0.23,0.077,0.536,0.151,0.468,6
0.288,0.118,0.355,0.005,0.409,0.125,0.285,0.114,0.3,0.186,0.177,6
0.298,0.167,0.211,0.011,0.089,0.094,0.422,0.071,0.373,0.349,0.484,6
0.327,0.127,0.205,0.173,0.101,0.122,0.473,0.175,0.336,0.326,0.258,6
0.212,0.108,0.157,0.181,0.116,0.167,0.32,0.195,0.527,0.163,0.145,6
0.269,0.294,0.09,0.061,0.104,0.08,0.16,0.115,0.355,0.186,0.355,6
0.346,0.118,0.217,0.009,0.086,0.146,0.237,0.106,0.582,0.14,0.306,6
0.288,0.137,0.145,0.066,0.246,0.098,0.265,0.154,0.282,0.279,0.097,6
0.212,0.108,0.157,0.181,0.116,0.167,0.32,0.195,0.527,0.163,0.145,6
0.308,0.382,0.042,0.008,0.077,0.052,0.329,0.075,0.273,0.14,0.403,5
0.269,0.294,0.09,0.061,0.104,0.08,0.16,0.115,0.355,0.186,0.355,6
0.327,0.157,0.163,0.012,0.086,0.101,0.262,0.108,0.391,0.279,0.371,6
0.231,0.265,0.018,0.009,0.163,0.094,0.258,0.121,0.455,0.372,0.177,5
0.25,0.176,0.145,0.089,0.092,0.087,0.267,0.061,0.455,0.314,0.742,7
0.279,0.167,0.078,0.009,0.095,0.275,0.383,0.094,0.382,0.233,0.29,5
0.279,0.147,0.187,0.023,0.11,0.098,0.202,0.106,0.555,0.488,0.435,8
0.346,0.157,0.175,0.146,0.122,0.066,0.223,0.175,0.373,0.151,0.242,5
0.231,0.186,0.259,0.11,0.139,0.16,0.545,0.164,0.345,0.337,0.161,6
0.288,0.216,0.139,0.061,0.154,0.169,0.532,0.168,0.545,0.442,0.242,5
0.212,0.186,0.169,0.064,0.16,0.101,0.445,0.179,0.882,0.57,0.323,5
0.462,0.147,0.277,0.006,0.134,0.024,0.146,0.135,0.209,0.314,0.177,6
0.279,0.147,0.187,0.023,0.11,0.098,0.202,0.106,0.555,0.488,0.435,8
0.346,0.157,0.175,0.146,0.122,0.066,0.223,0.175,0.373,0.151,0.242,5
0.317,0.098,0.217,0.012,0.101,0.101,0.181,0.052,0.491,0.174,0.758,7
0.308,0.235,0.205,0.011,0.098,0.063,0.139,0.079,0.536,0.5,0.645,7
0.346,0.098,0.181,0.126,0.163,0.084,0.218,0.173,0.2,0.395,0.21,5
0.279,0.451,0.169,0.074,0.151,0.066,0.223,0.15,0.5,0.174,0.161,5
0.288,0.137,0.187,0.012,0.131,0.111,0.244,0.112,0.609,0.64,0.419,6
0.317,0.118,0.205,0.236,0.122,0.171,0.364,0.22,0.445,0.442,0.194,6
0.317,0.255,0.12,0.084,0.16,0.157,0.36,0.144,0.409,0.233,0.323,5
0.337,0.137,0.181,0.117,0.113,0.139,0.459,0.183,0.555,0.279,0.242,6
0.317,0.343,0.367,0.172,0.107,0.181,0.339,0.198,0.355,0.267,0.113,5
0.317,0.353,0.373,0.172,0.104,0.174,0.332,0.2,0.364,0.279,0.113,6
0.327,0.304,0.38,0.16,0.104,0.185,0.341,0.198,0.336,0.256,0.113,6
0.288,0.167,0.187,0.195,0.122,0.233,0.448,0.195,0.455,0.302,0.274,6
0.317,0.343,0.367,0.172,0.107,0.181,0.339,0.198,0.355,0.267,0.113,5
0.317,0.353,0.373,0.172,0.104,0.174,0.332,0.2,0.364,0.279,0.113,6
0.327,0.304,0.38,0.16,0.104,0.185,0.341,0.198,0.336,0.256,0.113,6
0.221,0.186,0.259,0.106,0.119,0.22,0.543,0.166,0.364,0.291,0.161,5
0.298,0.157,0.199,0.017,0.077,0.157,0.295,0.056,0.491,0.209,0.742,7
0.298,0.127,0.199,0.018,0.074,0.16,0.295,0.054,0.482,0.221,0.742,7
0.356,0.088,0.193,0.017,0.092,0.171,0.323,0.087,0.445,0.256,0.565,7
0.317,0.176,0.175,0.181,0.104,0.209,0.536,0.189,0.291,0.233,0.194,6
0.212,0.255,0.398,0.235,0.11,0.084,0.36,0.208,0.382,0.326,0.129,6
0.462,0.181,0.217,0.009,0.074,0.045,0.165,0.081,0.209,0.163,0.548,7
0.577,0.275,0.277,0.152,0.086,0.007,0.172,0.164,0.155,0.093,0.339,4
0.212,0.255,0.398,0.235,0.11,0.084,0.36,0.208,0.382,0.326,0.129,6
0.346,0.167,0.223,0.198,0.151,0.174,0.425,0.2,0.255,0.256,0.177,5
0.317,0.039,0.193,0.138,0.134,0.216,0.355,0.175,0.618,0.221,0.226,5
0.212,0.127,0.145,0.176,0.122,0.185,0.36,0.191,0.564,0.198,0.226,5
0.356,0.221,0.241,0.281,0.148,0.146,0.374,0.249,0.245,0.279,0.161,5
0.346,0.167,0.223,0.198,0.151,0.174,0.425,0.2,0.255,0.256,0.177,5
0.337,0.049,0.193,0.212,0.125,0.111,0.232,0.198,0.436,0.151,0.194,6
0.317,0.039,0.193,0.138,0.134,0.216,0.355,0.175,0.618,0.221,0.226,5
0.317,0.147,0.211,0.244,0.092,0.202,0.376,0.229,0.4,0.43,0.177,6
0.317,0.147,0.211,0.244,0.092,0.202,0.376,0.229,0.4,0.43,0.177,6
0.298,0.245,0.169,0.011,0.125,0.122,0.413,0.108,0.5,0.442,0.371,5
0.26,0.088,0.325,0.121,0.217,0.216,0.357,0.169,0.155,0.198,0.129,6
0.327,0.186,0.277,0.278,0.128,0.15,0.571,0.249,0.291,0.349,0.145,5
0.327,0.225,0.301,0.195,0.139,0.23,0.432,0.214,0.264,0.291,0.194,5
0.279,0.324,0.205,0.132,0.119,0.094,0.327,0.187,0.455,0.337,0.177,5
0.279,0.324,0.205,0.132,0.119,0.094,0.327,0.187,0.455,0.337,0.177,5
0.163,0.397,0,0.014,0.166,0.021,0.218,0.133,0.827,0.209,0.274,4
0.212,0.225,0.145,0.041,0.095,0.08,0.311,0.083,0.536,0.256,0.532,6
0.308,0.059,0.241,0.017,0.077,0.049,0.176,0.077,0.427,0.233,0.613,6
0.327,0.225,0.301,0.195,0.139,0.23,0.432,0.214,0.264,0.291,0.194,5
0.337,0.235,0.289,0.195,0.151,0.192,0.434,0.214,0.291,0.326,0.194,5
0.202,0.275,0.024,0.078,0.11,0.066,0.181,0.121,0.455,0.337,0.355,5
0.385,0.157,0.193,0.178,0.134,0.139,0.299,0.218,0.264,0.372,0.129,5
0.346,0.078,0.187,0.096,0.148,0.101,0.283,0.156,0.518,0.14,0.274,5
0.298,0.108,0.169,0.067,0.145,0.042,0.318,0.156,0.518,0.163,0.177,6
0.25,0.049,0.283,0.015,0.246,0.132,0.346,0.11,0.445,0.163,0.29,6
0.279,0.108,0.217,0.008,0.05,0.213,0.311,0.079,0.5,0.302,0.484,6
0.346,0.304,0.139,0.098,0.071,0.094,0.271,0.133,0.382,0.233,0.403,5
0.26,0.157,0.193,0.107,0.086,0.16,0.45,0.168,0.664,0.372,0.274,7
0.221,0.216,0.337,0.034,0.104,0.157,0.394,0.102,0.527,0.407,0.468,7
0.221,0.216,0.337,0.032,0.11,0.153,0.406,0.102,0.536,0.407,0.468,6
0.183,0.176,0.151,0.15,0.033,0.017,0.111,0.133,0.609,0.174,0.419,5
0.26,0.157,0.193,0.107,0.086,0.16,0.45,0.168,0.664,0.372,0.274,7
0.26,0.338,0.241,0.192,0.086,0.199,0.538,0.208,0.464,0.407,0.161,5
0.269,0.157,0.163,0.233,0.077,0.153,0.415,0.214,0.473,0.337,0.194,5
0.288,0.186,0.133,0.115,0.074,0.185,0.45,0.173,0.427,0.349,0.145,5
0.279,0.186,0.187,0.232,0.08,0.146,0.394,0.208,0.491,0.395,0.258,5
0.423,0.147,0.241,0.009,0.053,0.118,0.26,0.094,0.364,0.186,0.435,6
0.317,0.284,0.404,0.152,0.107,0.164,0.339,0.2,0.4,0.256,0.113,5
0.288,0.108,0.217,0.02,0.077,0.098,0.202,0.088,0.391,0.372,0.452,7
0.413,0.196,0.235,0.02,0.059,0.056,0.162,0.1,0.464,0.349,0.613,6
0.24,0.225,0.205,0.025,0.107,0.063,0.158,0.108,0.527,0.244,0.355,5
0.317,0.284,0.404,0.152,0.107,0.164,0.339,0.2,0.4,0.256,0.113,5
0.394,0.127,0.241,0.009,0.089,0.125,0.227,0.094,0.445,0.372,0.452,6
0.452,0.127,0.247,0.057,0.08,0.077,0.209,0.146,0.418,0.36,0.274,6
0.413,0.118,0.241,0.021,0.083,0.059,0.181,0.096,0.364,0.372,0.516,6
0.24,0.172,0.223,0.008,0.092,0.122,0.244,0.065,0.255,0.198,0.468,6
0.173,0.078,0.163,0.012,0.104,0.178,0.369,0.09,0.509,0.174,0.339,6
0.25,0.505,0.084,0.071,0.145,0.045,0.204,0.154,0.6,0.163,0.161,4
0.24,0.255,0.199,0.061,0.074,0.059,0.165,0.088,0.6,0.419,0.645,7
0.298,0.167,0.181,0.054,0.134,0.073,0.248,0.133,0.245,0.186,0.226,6
0.394,0.137,0.229,0.113,0.101,0.153,0.332,0.121,0.364,0.116,0.565,7
0.365,0.098,0.277,0.147,0.136,0.195,0.292,0.187,0.382,0.244,0.306,6
0.298,0.167,0.181,0.054,0.134,0.073,0.248,0.133,0.245,0.186,0.226,6
0.327,0.098,0.247,0.009,0.116,0.136,0.204,0.092,0.382,0.267,0.387,5
0.423,0.147,0.241,0.106,0.119,0.035,0.155,0.183,0.309,0.721,0.274,6
0.346,0.157,0.253,0.206,0.169,0.16,0.439,0.208,0.155,0.233,0.145,6
0.346,0.157,0.253,0.206,0.169,0.16,0.439,0.208,0.155,0.233,0.145,6
0.221,0.235,0.145,0.014,0.08,0.125,0.267,0.052,0.518,0.233,0.71,7
0.135,0.353,0.024,0.012,0.08,0.143,0.255,0.044,0.582,0.128,0.661,8
0.135,0.353,0.024,0.012,0.08,0.143,0.255,0.044,0.582,0.128,0.661,8
0.221,0.235,0.145,0.014,0.08,0.125,0.267,0.052,0.518,0.233,0.71,7
0.25,0.137,0.337,0.213,0.136,0.087,0.348,0.21,0.236,0.209,0.177,5
0.24,0.275,0.181,0.064,0.119,0.042,0.176,0.117,0.509,0.198,0.419,5
0.346,0.157,0.253,0.206,0.169,0.16,0.439,0.208,0.155,0.233,0.145,6
0.279,0.157,0.211,0.192,0.122,0.216,0.455,0.191,0.391,0.326,0.242,5
0.308,0.147,0.217,0.19,0.125,0.244,0.39,0.195,0.4,0.314,0.29,5
0.442,0.186,0.277,0.124,0.116,0.129,0.436,0.198,0.382,0.43,0.258,6
0.279,0.373,0.108,0.028,0.074,0.08,0.206,0.048,0.327,0.256,0.742,7
0.356,0.206,0.187,0.128,0.136,0.063,0.329,0.187,0.327,0.372,0.21,5
0.577,0.333,0.289,0.142,0.074,0.01,0.234,0.168,0.136,0.081,0.323,5
0.317,0.216,0.277,0.014,0.169,0.094,0.288,0.067,0.364,0.372,0.758,6
0.394,0.108,0.271,0.014,0.107,0.052,0.202,0.088,0.373,0.198,0.484,6
0.365,0.392,0.223,0.003,0.083,0.007,0.211,0.06,0.282,0.198,0.548,4
0.24,0.137,0.259,0.061,0.086,0.101,0.281,0.09,0.573,0.128,0.565,7
0.356,0.186,0.187,0.262,0.125,0.108,0.381,0.229,0.336,0.488,0.355,5
0.298,0.147,0.241,0.106,0.092,0.167,0.329,0.108,0.355,0.058,0.548,6
0.327,0.235,0.283,0.069,0.104,0.059,0.13,0.075,0.282,0.221,0.742,4
0.202,0.147,0.181,0.189,0.134,0.192,0.374,0.195,0.509,0.198,0.226,5
0.212,0.578,0.042,0.009,0.151,0.024,0.23,0.115,0.355,0.151,0.113,4
0.25,0.167,0.193,0.075,0.119,0.136,0.387,0.152,0.427,0.535,0.194,6
0.25,0.245,0.187,0.075,0.116,0.139,0.381,0.154,0.427,0.512,0.21,6
0.317,0.255,0.09,0.009,0.131,0.206,0.404,0.125,0.336,0.244,0.194,5
0.288,0.196,0.241,0.328,0.116,0.16,0.367,0.268,0.191,0.326,0.113,5
0.298,0.186,0.241,0.206,0.122,0.216,0.506,0.208,0.418,0.419,0.258,6
0.288,0.176,0.337,0.173,0.101,0.216,0.503,0.191,0.273,0.477,0.21,5
0.288,0.206,0.337,0.173,0.101,0.223,0.513,0.195,0.273,0.477,0.21,5
0.279,0.157,0.247,0.135,0.092,0.164,0.364,0.16,0.364,0.453,0.306,6
0.202,0.216,0.139,0.055,0.086,0.139,0.255,0.102,0.391,0.326,0.484,5
0.288,0.441,0.211,0.049,0.074,0.084,0.232,0.067,0.491,0.407,0.758,8
0.26,0.196,0.169,0.121,0.113,0.181,0.466,0.175,0.336,0.372,0.145,4
0.269,0.196,0.169,0.121,0.128,0.185,0.469,0.175,0.336,0.384,0.145,6
0.288,0.196,0.241,0.328,0.116,0.16,0.367,0.268,0.191,0.326,0.113,5
0.288,0.196,0.217,0.113,0.107,0.091,0.265,0.11,0.273,0.174,0.548,6
0.269,0.069,0.205,0.069,0.136,0.111,0.269,0.137,0.582,0.233,0.258,5
0.25,0.206,0.265,0.046,0.567,0.254,0.399,0.137,0.273,0.221,0.177,5
0.25,0.216,0.271,0.044,0.558,0.258,0.397,0.137,0.273,0.198,0.177,6
0.25,0.206,0.265,0.046,0.558,0.254,0.404,0.137,0.264,0.186,0.177,5
0.288,0.176,0.145,0.11,0.128,0.181,0.476,0.173,0.373,0.291,0.145,5
0.317,0.235,0.145,0.192,0.122,0.174,0.452,0.21,0.345,0.314,0.129,5
0.288,0.176,0.145,0.11,0.128,0.181,0.476,0.173,0.373,0.291,0.145,5
0.288,0.186,0.157,0.238,0.119,0.185,0.434,0.218,0.391,0.326,0.21,5
0.317,0.235,0.145,0.192,0.122,0.174,0.452,0.21,0.345,0.314,0.129,5
0.298,0.451,0.193,0.193,0.122,0.178,0.527,0.196,0.436,0.326,0.258,5
0.288,0.176,0.205,0.204,0.074,0.129,0.29,0.15,0.555,0.36,0.645,6
0.192,0.196,0.211,0.026,0.131,0.118,0.244,0.102,0.509,0.326,0.355,4
0.25,0.127,0.301,0.169,0.098,0.15,0.334,0.195,0.391,0.244,0.129,5
0.308,0.078,0.193,0.118,0.107,0.125,0.271,0.168,0.445,0.14,0.194,5
0.615,0.353,0.53,0.086,0.119,0.063,0.267,0.187,0.245,0.337,0.306,4
0.288,0.48,0.175,0.025,0.092,0.045,0.158,0.129,0.545,0.605,0.355,5
0.221,0.314,0.187,0.005,0.116,0.073,0.374,0.114,0.455,0.64,0.242,6
0.173,0.162,0.151,0.14,0.068,0.035,0.137,0.133,0.536,0.14,0.403,5
0.288,0.098,0.229,0.012,0.086,0.115,0.237,0.09,0.545,0.43,0.516,7
0.308,0.078,0.193,0.118,0.107,0.125,0.271,0.168,0.445,0.14,0.194,5
0.279,0.049,0.175,0.072,0.125,0.101,0.262,0.141,0.655,0.174,0.274,6
0.231,0.167,0.151,0.012,0.062,0.115,0.223,0.079,0.527,0.256,0.5,7
0.192,0.176,0.145,0.132,0.104,0.185,0.332,0.173,0.536,0.186,0.226,5
0.356,0.186,0.217,0.098,0.08,0.15,0.36,0.131,0.282,0.128,0.484,5
0.192,0.176,0.145,0.132,0.104,0.185,0.332,0.173,0.536,0.186,0.226,5
0.183,0.196,0.145,0.259,0.104,0.202,0.367,0.227,0.536,0.256,0.226,5
0.356,0.147,0.217,0.098,0.08,0.143,0.353,0.129,0.291,0.116,0.484,5
0.356,0.186,0.217,0.098,0.08,0.15,0.36,0.131,0.282,0.128,0.484,5
0.327,0.593,0.127,0.137,0.181,0.108,0.378,0.193,0.255,0.384,0.177,6
0.231,0.167,0.151,0.012,0.062,0.115,0.223,0.079,0.527,0.256,0.5,7
0.26,0.108,0.181,0.003,0.101,0.108,0.313,0.125,0.636,0.198,0.177,6
0.24,0.407,0.133,0.018,0.11,0.101,0.304,0.112,0.609,0.372,0.387,6
0.317,0.157,0.247,0.264,0.11,0.129,0.316,0.245,0.545,0.198,0.113,5
0.25,0.088,0.193,0.028,0.116,0.136,0.443,0.129,0.709,0.326,0.274,6
0.317,0.167,0.193,0.149,0.095,0.223,0.61,0.189,0.409,0.349,0.177,6
0.25,0.088,0.193,0.028,0.116,0.136,0.443,0.129,0.709,0.326,0.274,6
0.317,0.157,0.247,0.264,0.11,0.129,0.316,0.245,0.545,0.198,0.113,5
0.288,0.549,0.048,0.14,0.157,0.084,0.309,0.195,0.591,0.279,0.145,4
0.433,0.196,0.241,0.11,0.095,0.125,0.429,0.202,0.564,0.337,0.258,6
0.423,0.186,0.235,0.11,0.089,0.164,0.462,0.202,0.536,0.337,0.242,6
0.327,0.147,0.229,0.21,0.145,0.185,0.429,0.208,0.336,0.256,0.161,6
0.327,0.147,0.229,0.21,0.145,0.185,0.429,0.208,0.336,0.256,0.161,6
0.327,0.147,0.229,0.21,0.145,0.185,0.429,0.208,0.336,0.256,0.161,6
0.327,0.147,0.229,0.21,0.145,0.185,0.429,0.208,0.336,0.256,0.161,6
0.288,0.431,0.193,0.193,0.104,0.181,0.492,0.195,0.5,0.326,0.258,6
0.308,0.176,0.355,0.012,0.083,0.132,0.258,0.09,0.564,0.221,0.5,7
0.231,0.167,0.127,0.229,0.089,0.091,0.348,0.214,0.691,0.488,0.258,6
0.337,0.235,0.139,0.201,0.122,0.164,0.436,0.22,0.436,0.279,0.113,5
0.375,0.225,0.157,0.11,0.065,0.073,0.188,0.141,0.373,0.326,0.387,5
0.317,0.127,0.223,0.028,0.05,0.073,0.211,0.061,0.391,0.186,0.548,7
0.288,0.157,0.205,0.032,0.113,0.218,0.486,0.121,0.527,0.419,0.274,6
0.298,0.314,0.337,0.163,0.101,0.132,0.309,0.2,0.382,0.279,0.113,5
0.221,0.098,0.217,0.021,0.086,0.063,0.558,0.1,0.591,0.663,0.532,6
0.288,0.127,0.163,0.023,0.062,0.084,0.302,0.056,0.4,0.453,0.742,7
0.192,0.118,0.163,0.012,0.065,0.035,0.158,0.065,0.482,0.163,0.468,7
0.173,0.108,0.157,0.012,0.062,0.035,0.155,0.065,0.482,0.174,0.468,7
0.221,0.324,0.084,0.15,0.083,0.056,0.255,0.171,0.6,0.267,0.323,5
0.202,0.127,0.169,0.061,0.131,0.132,0.441,0.179,0.909,0.558,0.323,4
0.452,0.176,0.127,0.239,0.193,0.136,0.436,0.21,0.273,0.326,0.29,3
0.298,0.314,0.337,0.163,0.101,0.132,0.309,0.2,0.382,0.279,0.113,5
0.192,0.157,0.265,0.044,0.059,0.01,0.232,0.081,0.736,0.244,0.597,3
0.192,0.157,0.235,0.014,0.134,0.122,0.346,0.117,0.445,0.349,0.21,6
0.279,0.176,0.235,0.008,0.092,0.15,0.32,0.123,0.545,0.419,0.258,8
0.24,0.265,0.181,0.078,0.077,0.021,0.204,0.108,0.5,0.221,0.484,7
0.24,0.265,0.181,0.078,0.077,0.021,0.204,0.108,0.5,0.221,0.484,7
0.25,0.147,0.235,0.018,0.068,0.073,0.253,0.079,0.545,0.326,0.613,6
0.192,0.275,0.229,0.005,0.083,0.003,0.153,0.063,0.509,0.14,0.548,4
0.298,0.034,0.211,0.074,0.116,0.118,0.23,0.131,0.545,0.233,0.355,6
0.298,0.206,0.241,0.289,0.101,0.118,0.341,0.241,0.191,0.291,0.145,5
0.298,0.196,0.241,0.117,0.08,0.045,0.2,0.141,0.409,0.128,0.355,5
0.327,0.206,0.241,0.199,0.107,0.223,0.515,0.204,0.327,0.43,0.258,6
0.231,0.157,0.211,0.009,0.086,0.07,0.367,0.079,0.345,0.302,0.419,6
0.298,0.206,0.241,0.289,0.101,0.118,0.341,0.241,0.191,0.291,0.145,5
0.298,0.235,0.157,0.118,0.131,0.105,0.397,0.181,0.482,0.337,0.194,6
0.144,0.49,0.042,0.097,0.101,0.111,0.325,0.141,0.564,0.407,0.274,5
0.144,0.495,0.042,0.1,0.104,0.111,0.316,0.142,0.564,0.407,0.274,6
0.154,0.5,0.042,0.098,0.107,0.118,0.32,0.141,0.564,0.407,0.274,6
0.298,0.235,0.157,0.118,0.131,0.105,0.397,0.181,0.482,0.337,0.194,6
0.135,0.51,0.042,0.098,0.104,0.108,0.32,0.141,0.555,0.419,0.274,5
0.192,0.167,0.157,0.192,0.125,0.146,0.323,0.195,0.518,0.186,0.21,5
0.269,0.49,0.181,0.069,0.142,0.098,0.265,0.15,0.473,0.186,0.161,5
0.308,0.206,0.325,0.155,0.11,0.199,0.522,0.183,0.3,0.453,0.242,5
0.269,0.108,0.247,0.127,0.11,0.171,0.371,0.16,0.382,0.407,0.29,6
0.279,0.118,0.247,0.13,0.104,0.167,0.364,0.16,0.382,0.419,0.29,6
0.375,0.176,0.241,0.008,0.098,0.024,0.118,0.085,0.155,0.326,0.419,5
0.288,0.235,0.205,0.009,0.104,0.042,0.135,0.092,0.3,0.291,0.419,4
0.308,0.216,0.295,0.063,0.08,0.052,0.223,0.087,0.491,0.535,0.71,7
0.308,0.157,0.217,0.034,0.074,0.07,0.239,0.056,0.427,0.186,0.742,8
0.221,0.225,0.349,0.067,0.089,0.118,0.244,0.073,0.527,0.442,0.694,8
0.288,0.353,0.223,0.069,0.113,0.153,0.445,0.129,0.327,0.5,0.403,4
0.279,0.255,0.181,0.23,0.134,0.171,0.434,0.214,0.427,0.314,0.21,5
0.317,0.265,0.145,0.227,0.136,0.153,0.439,0.225,0.364,0.314,0.129,5
0.337,0.235,0.151,0.101,0.139,0.157,0.397,0.173,0.327,0.291,0.129,5
0.26,0.196,0.199,0.232,0.131,0.171,0.42,0.206,0.455,0.337,0.274,6
0.327,0.147,0.235,0.209,0.145,0.164,0.425,0.208,0.236,0.302,0.161,7
0.327,0.147,0.235,0.209,0.145,0.164,0.425,0.208,0.236,0.302,0.161,7
0.327,0.147,0.235,0.209,0.145,0.164,0.425,0.208,0.236,0.302,0.161,7
0.327,0.147,0.235,0.209,0.145,0.164,0.425,0.208,0.236,0.302,0.161,7
0.202,0.069,0.187,0.08,0.095,0.178,0.339,0.142,0.727,0.279,0.403,6
0.346,0.196,0.253,0.294,0.169,0.178,0.432,0.249,0.218,0.256,0.177,5
0.231,0.196,0.133,0.103,0.095,0.084,0.343,0.166,0.655,0.488,0.29,7
0.51,0.5,0.229,0.015,0.169,0.111,0.401,0.187,0.464,0.186,0.081,3
0.24,0.245,0.163,0.009,0.11,0.111,0.385,0.121,0.591,0.372,0.226,6
0.433,0.304,0.422,0.153,0.107,0.108,0.371,0.202,0.336,0.407,0.226,5
0.327,0.108,0.277,0.049,0.095,0.279,0.413,0.117,0.427,0.442,0.516,7
0.356,0.088,0.265,0.164,0.11,0.22,0.318,0.191,0.409,0.267,0.323,6
0.279,0.088,0.301,0.023,0.101,0.087,0.262,0.1,0.391,0.267,0.371,6
0.221,0.324,0,0.015,0.16,0.118,0.181,0.083,0.5,0.523,0.452,6
0.433,0.118,0.211,0.005,0.122,0.035,0.151,0.094,0.373,0.186,0.403,6
0.221,0.324,0,0.015,0.16,0.118,0.181,0.083,0.5,0.523,0.452,6
0.212,0.206,0.127,0.011,0.136,0.139,0.369,0.083,0.545,0.244,0.5,6
